,dataset,target_coverage,expected_coverage,coverage,mse_expected,mse_filtered,mse_prop_base,comparison_loss
439,4_elevators,1.0,1.0,1.0,8.145798387164158e-06,8.889099139918328e-06,0.9999999999999998,8.3456825576141e-06
440,50_ERA,0.1,0.129783693843594,0.13784461152882205,1.6274163384010294,1.9571201182329865,0.6068710663604393,2.66166616354941
441,50_ERA,0.2,0.4059900166389351,0.39348370927318294,1.947773748925598,2.052249067789717,0.7027420388052615,2.66166616354941
442,50_ERA,0.30000000000000004,0.4059900166389351,0.39348370927318294,1.947773748925598,2.052249067789717,0.7027420388052615,2.66166616354941
443,50_ERA,0.4,0.4059900166389351,0.39348370927318294,1.947773748925598,2.052249067789717,0.7027420388052615,2.66166616354941
444,50_ERA,0.5,0.7171381031613977,0.731829573934837,2.0719014977305847,2.292095931978497,0.8738062190829096,2.66166616354941
445,50_ERA,0.6,0.7171381031613977,0.731829573934837,2.0719014977305847,2.292095931978497,0.8738062190829096,2.66166616354941
446,50_ERA,0.7000000000000001,0.7171381031613977,0.731829573934837,2.0719014977305847,2.292095931978497,0.8738062190829096,2.66166616354941
447,50_ERA,0.8,0.9284525790349417,0.9223057644110275,2.248861288280249,2.5457277098905786,0.9856708459013614,2.66166616354941
448,50_ERA,0.9,0.9284525790349417,0.9223057644110275,2.248861288280249,2.5457277098905786,0.9856708459013614,2.66166616354941
449,50_ERA,1.0,1.0,1.0,2.399168078497296,2.5877896855498705,1.0,2.66166616354941
450,51_BNG(stock),0.1,0.16477561388653683,0.16342774884626785,9.017824710743366,7.795717598284446,0.2816886370246336,8.338652999690325
451,51_BNG(stock),0.2,0.2595540502399097,0.25830898852618656,9.468275256083706,8.140038741313768,0.29996425778210234,8.338652999690325
452,51_BNG(stock),0.30000000000000004,0.35935647756138867,0.3594563698717135,10.746618944659438,8.702004248855344,0.33750339036497623,8.338652999690325
453,51_BNG(stock),0.4,0.43999435506632795,0.44379524958719674,11.447113147221945,10.316290485352692,0.45176579033238823,8.338652999690325
454,51_BNG(stock),0.5,0.5458650860852385,0.5437994834667005,12.62409456788623,11.110613449311426,0.4902225170013645,8.338652999690325
455,51_BNG(stock),0.6,0.6420265311882586,0.6403319361530971,13.921157811391843,13.043283097230669,0.6355346566646716,8.338652999690325
456,51_BNG(stock),0.7000000000000001,0.7358171041490262,0.7378381811253651,15.174666980757003,14.438029556042826,0.7066011705008549,8.338652999690325
457,51_BNG(stock),0.8,0.8345469940728196,0.8364875735636563,16.745209858120308,15.902368054016117,0.7676536636599611,8.338652999690325
458,51_BNG(stock),0.9,0.9817950889077053,0.9819213345188196,19.60936270886802,19.41577319404853,0.9741192981206166,8.338652999690325
459,51_BNG(stock),1.0,1.0,1.0,20.18479170742984,19.928173568417748,0.9999999999999998,8.338652999690325
460,54_COMET_MC_SAMPLE,0.1,0.25722785163149575,0.2529354343885093,1.7153295170351062e-05,0.0,0.0,0.005073666155347928
461,54_COMET_MC_SAMPLE,0.2,0.25722785163149575,0.2529354343885093,1.7153295170351062e-05,0.0,0.0,0.005073666155347928
462,54_COMET_MC_SAMPLE,0.30000000000000004,0.3151436274054104,0.3125087156602984,2.6049885276870874e-05,0.0,0.0,0.005073666155347928
463,54_COMET_MC_SAMPLE,0.4,0.41870409965603794,0.41464230930135265,5.951658023397864e-05,0.0,0.0,0.005073666155347928
464,54_COMET_MC_SAMPLE,0.5,0.5075764618388027,0.5018268023985497,0.00010718748045919801,0.0,0.0,0.005073666155347928
465,54_COMET_MC_SAMPLE,0.6,0.6519289764804314,0.64917026913959,0.00022417742613570592,0.0,0.0,0.005073666155347928
466,54_COMET_MC_SAMPLE,0.7000000000000001,0.7211118341545041,0.7156881885371635,0.00029739040184711783,0.0,0.0,0.005073666155347928
467,54_COMET_MC_SAMPLE,0.8,0.841610114344148,0.8345000697252823,0.0004518679510724403,0.0,0.0,0.005073666155347928
468,54_COMET_MC_SAMPLE,0.9,0.9424374825694897,0.9407892901966253,0.0065414833651906935,0.007139716309061567,0.3169250410028884,0.005073666155347928
469,54_COMET_MC_SAMPLE,1.0,1.0,1.0,0.02097398974369743,0.022143117619914724,1.0,0.005073666155347928
470,55_sulfur,0.1,0.7538436105141346,0.7604166666666666,0.0007850759225619935,0.0005843212136517921,0.28377708222728176,0.0006060914748932413
471,55_sulfur,0.2,0.7538436105141346,0.7604166666666666,0.0007850759225619935,0.0005843212136517921,0.28377708222728176,0.0006060914748932413
472,55_sulfur,0.30000000000000004,0.7538436105141346,0.7604166666666666,0.0007850759225619935,0.0005843212136517921,0.28377708222728176,0.0006060914748932413
473,55_sulfur,0.4,0.7538436105141346,0.7604166666666666,0.0007850759225619935,0.0005843212136517921,0.28377708222728176,0.0006060914748932413
474,55_sulfur,0.5,0.7538436105141346,0.7604166666666666,0.0007850759225619935,0.0005843212136517921,0.28377708222728176,0.0006060914748932413
475,55_sulfur,0.6,0.7538436105141346,0.7604166666666666,0.0007850759225619935,0.0005843212136517921,0.28377708222728176,0.0006060914748932413
